"","headline","links","scrapetime","shortname","sentiment"
"267","10:15 a.m.The latest: In the Phillipines, Harris delivers sharp rebuke to China","https://www.washingtonpost.com/politics/2022/11/22/graham-georgia-grand-jury-fauci/#link-4XZOY2IOONBPXNFF5EBQ7NQ3GM",2022-11-22 16:44:06.628105,"washingtonpost",-0.5
"268","9:33 a.m.Analysis: Tech group urges DOJ to take sides in Supreme Court�s Section 230 bout","https://www.washingtonpost.com/politics/2022/11/22/graham-georgia-grand-jury-fauci/#link-BCR2Y3QNAJHEZGAJMCSANZ4VTQ",2022-11-22 16:44:06.628105,"washingtonpost",-0.1
"269","Thirteen NFL teams have never had a Black coach. Here�s the story of one.","https://www.washingtonpost.com/sports/interactive/2022/ny-giants-head-coach-history/",2022-11-22 16:44:06.628105,"washingtonpost",-0.25
"270","9 changes Disney fans want returning CEO Bob Iger to make at theme parks","https://www.washingtonpost.com/travel/2022/11/21/disney-parks-iger-chapek-ceo/",2022-11-22 16:44:06.628105,"washingtonpost",0.6
"271","A real-life food critic reviews on-screen food critics","https://www.washingtonpost.com/food/2022/11/21/food-critics-movies-tv-menu-bear/",2022-11-22 16:44:06.628105,"washingtonpost",-0.85
"272","Ala. pauses executions after third lethal injection fails","https://www.washingtonpost.com/nation/2022/11/22/alabama-pausing-executions-lethal-injections/",2022-11-22 16:44:06.628105,"washingtonpost",-1
"273","The UFC is synonymous with mixed martial arts. Has a new challenger emerged?","https://www.washingtonpost.com/sports/2022/11/22/pfl-challenging-ufc/",2022-11-22 16:44:06.628105,"washingtonpost",0.4
"274","Musk�s �free speech� agenda dismantles safety work at Twitter, insiders say","https://www.washingtonpost.com/technology/2022/11/22/elon-musk-twitter-content-moderations/",2022-11-22 16:44:06.628105,"washingtonpost",1.8
"275","Saudi Arabia shocks Argentina with a World Cup upset for the history books","https://www.washingtonpost.com/sports/2022/11/22/saudi-arabia-world-cup-upset/",2022-11-22 16:44:06.628105,"washingtonpost",-1.15
"276","Broader pandemic aid fight could ensnare long covid funding","https://www.washingtonpost.com/politics/2022/11/22/broader-pandemic-aid-fight-could-ensnare-long-covid-funding/",2022-11-22 16:44:06.628105,"washingtonpost",-0.1
"277","How the Biden administration wants to tackle foreign commercial spyware","https://www.washingtonpost.com/politics/2022/11/22/how-biden-administration-wants-tackle-foreign-commercial-spyware/",2022-11-22 16:44:06.628105,"washingtonpost",-0.5
"278","Report details how Biden can protect 30 percent of U.S. lands and waters by 2030 without Congress","https://www.washingtonpost.com/politics/2022/11/22/report-details-how-biden-can-protect-30-percent-us-lands-waters-by-2030-without-congress/",2022-11-22 16:44:06.628105,"washingtonpost",0.75
"279","Our best holiday dessert recipes, starring pumpkin, apples, pecans, sweet potatoes and cranberries","https://www.washingtonpost.com/food/2020/11/13/thanksgiving-dessert-recipes-pumpkin-pie/",2022-11-22 16:44:06.628105,"washingtonpost",2.65
"280","When to eat Thanksgiving dinner? It can be a thorny question.","https://www.washingtonpost.com/food/2022/11/21/thanksgiving-best-time-to-eat/",2022-11-22 16:44:06.628105,"washingtonpost",1.25
"281","An eco-friendly guide to getting your bathroom ready for guests","https://www.washingtonpost.com/home/2022/11/16/tips-sustainable-bathroom-products/",2022-11-22 16:44:06.628105,"washingtonpost",1.4
"282","10 stuffing and dressing recipes for every kind of feast","https://www.washingtonpost.com/food/2022/11/16/thanksgiving-dressing-stuffing-recipes/",2022-11-22 16:44:06.628105,"washingtonpost",0.5
"283","England opens World Cup looking gorgeous","https://www.washingtonpost.com/sports/2022/11/21/england-world-cup-expectations/",2022-11-22 16:44:06.628105,"washingtonpost",0.5
"284","Young U.S. men show they belong but settle for World Cup draw with Wales","https://www.washingtonpost.com/sports/2022/11/21/usmnt-wales-world-cup/",2022-11-22 16:44:06.628105,"washingtonpost",0.4
"285","What questions do you have about the USMNT at the World Cup? Ask The Post.","https://www.washingtonpost.com/sports/2022/11/21/world-cup-qatar-usmnt/",2022-11-22 16:44:06.628105,"washingtonpost",0
"286","Denmark�s World Cup jerseys protest labor practices in Qatar","https://www.washingtonpost.com/sports/2022/09/28/denmark-world-cup-jerseys-qatar/",2022-11-22 16:44:06.628105,"washingtonpost",-0.9
"287","Mexico plays Poland and France faces off with Australia later today. Here�s what to know.","https://www.washingtonpost.com/sports/2022/11/16/world-cup-schedule/",2022-11-22 16:44:06.628105,"washingtonpost",0
"288","Chat with Alexandra Petri and tell her your jokes","https://www.washingtonpost.com/opinions/2022/11/22/alexandra-petri-chat-opinions/",2022-11-22 16:44:06.628105,"washingtonpost",0.6
"289","Ditte Juul J�rgensen on E.U. climate agenda and COP27 climate talks","https://www.washingtonpost.com/washington-post-live/2022/11/28/ditte-juul-jrgensen-eu-climate-agenda-cop27-climate-talks/",2022-11-22 16:44:06.628105,"washingtonpost",0
"290","LGBTQ club shooting suspect�s troubled past was obscured by a name change, records show","https://www.washingtonpost.com/national-security/2022/11/21/colorado-springs-qbar-shooter/",2022-11-22 16:44:06.628105,"washingtonpost",-2.7
"291","9 changes Disney fans want returning CEO Bob Iger to make at parks","https://www.washingtonpost.com/travel/2022/11/21/disney-parks-iger-chapek-ceo/",2022-11-22 16:44:06.628105,"washingtonpost",0.6
"292","Internet providers play tricks to raise your bill. Here are the worst.","https://www.washingtonpost.com/technology/2022/11/17/isp-prices-fees/",2022-11-22 16:44:06.628105,"washingtonpost",-0.5
"293","A psychiatric nurse reckons with the high price of compassion","https://www.washingtonpost.com/nation/2022/11/20/king-county-seattle-homeless-pandemic-/",2022-11-22 16:44:06.628105,"washingtonpost",0.5
"294","Cutting-edge tech made this tiny country a major exporter of food","https://www.washingtonpost.com/business/interactive/2022/netherlands-agriculture-technology/",2022-11-22 16:44:06.628105,"washingtonpost",0.8
"295","The climate impact of the Thanksgiving meal might surprise you","https://www.washingtonpost.com/food/2022/11/17/thanksgiving-foods-climate-impact/",2022-11-22 16:44:06.628105,"washingtonpost",1.4
"296","Biden�s appointed more judges than Trump, but they won�t have the same impact. Here�s why.","https://www.washingtonpost.com/politics/2022/11/21/biden-trump-judge-appointments/",2022-11-22 16:44:06.628105,"washingtonpost",0.4
"297","Trump�s win-loss record is worse than he pretends","https://www.washingtonpost.com/politics/2022/11/21/trump-republicans-elections/",2022-11-22 16:44:06.628105,"washingtonpost",-0.95
"298","House Democrats� path back to the majority could run through the Supreme Court","https://www.washingtonpost.com/politics/2022/11/22/house-democrats-path-back-majority-could-run-through-supreme-court/",2022-11-22 16:44:06.628105,"washingtonpost",0.75
"299","Rep. Ilhan Omar criticizes McCarthy for threatening to remove her from committee","https://www.washingtonpost.com/politics/2022/11/21/omar-mccarthy-house-antisemitism/",2022-11-22 16:44:06.628105,"washingtonpost",-2.05
"300","Why Arizona Republicans are once again targeting Maricopa County","https://www.washingtonpost.com/politics/2022/11/21/arizona-elections-maricopa-county-republicans/",2022-11-22 16:44:06.628105,"washingtonpost",0
"301","Carolyn Hax: Out of an abusive marriage, hoping friends didn�t give up","https://www.washingtonpost.com/advice/2022/11/22/carolyn-hax-abusive-marriage-friends/",2022-11-22 16:44:06.628105,"washingtonpost",0.7
"302","Ask Elaine: I finally made big changes but feel more unsure than ever","https://www.washingtonpost.com/advice/2022/11/22/ask-elaine-big-change-unsure-move/",2022-11-22 16:44:06.628105,"washingtonpost",0.15
"303","Miss Manners: Guest pointed out a burned-out bulb in the middle of dinner","https://www.washingtonpost.com/advice/2022/11/22/miss-manners-rude-guest-host/",2022-11-22 16:44:06.628105,"washingtonpost",0.7
"304","Ask Amy: I�m excited to move in with my boyfriend � except he�s so messy","https://www.washingtonpost.com/advice/2022/11/22/ask-amy-messy-boyfriend-move-in/",2022-11-22 16:44:06.628105,"washingtonpost",0.25
"305","The �winter blues� can last 5 months, but there are treatments","https://www.washingtonpost.com/wellness/2022/11/29/seasonal-affective-disorder-prevalence-duration/",2022-11-22 16:44:06.628105,"washingtonpost",0
"306","My mother�s dieting affected me, too","https://www.washingtonpost.com/wellness/2022/11/22/weight-dieting-eating-disorders-mothers-daughters/",2022-11-22 16:44:06.628105,"washingtonpost",0
"307","Which cooking oils are the healthiest?","https://www.washingtonpost.com/health/2022/11/21/cooking-oils-health-fats/",2022-11-22 16:44:06.628105,"washingtonpost",0
"308","After a loved one dies, red tape adds to the grief","https://www.washingtonpost.com/wellness/2022/11/20/death-red-tape-bureaucracy-finances/",2022-11-22 16:44:06.628105,"washingtonpost",-1.05
"309","This teenager would sleep for alarming 20-hour stretches","https://www.washingtonpost.com/wellness/2022/11/19/medical-mystery-teen-sleep/",2022-11-22 16:44:06.628105,"washingtonpost",-0.75
"310","Giving �Mother Nature a little bit of a boost� on the Great Barrier Reef","https://www.washingtonpost.com/climate-solutions/2022/11/22/great-barrier-reef-corals-bleaching/",2022-11-22 16:44:06.628105,"washingtonpost",0.75
"311","How Buffalo is clearing 80 inches of snow almost as fast as it fell","https://www.washingtonpost.com/climate-environment/2022/11/22/how-buffalo-is-clearing-80-inches-snow-almost-fast-it-fell/",2022-11-22 16:44:06.628105,"washingtonpost",-0.5
"312","A surprising trigger of western New York �thundersnow�: Wind turbines","https://www.washingtonpost.com/climate-environment/2022/11/21/thundersnow-lightning-wind-turbines-newyork/",2022-11-22 16:44:06.628105,"washingtonpost",0.4
"313","The Amazon forest is approaching a tipping point. Some regions are starting to collapse.","https://www.washingtonpost.com/world/interactive/2022/amazon-brazil-tipping-point/",2022-11-22 16:44:06.628105,"washingtonpost",-0.75
"314","The climate-friendly way to furnish your home","https://www.washingtonpost.com/home/2022/11/21/sustainable-furnish-home/",2022-11-22 16:44:06.628105,"washingtonpost",0
"315","The long, lonely wait to recover a hacked Facebook account","https://www.washingtonpost.com/technology/2022/11/21/hacked-facebook-account/",2022-11-22 16:44:06.628105,"washingtonpost",-0.6
"316","Bedtime in the cubicle? Musk expects extreme dedication.","https://www.washingtonpost.com/technology/2022/11/18/musk-twitter-work-culture/",2022-11-22 16:44:06.628105,"washingtonpost",0.5
"317","How to download your tweets in case Twitter shuts down permanently","https://www.washingtonpost.com/technology/2022/11/18/download-tweets-twitter-shut-down/",2022-11-22 16:44:06.628105,"washingtonpost",-0.25
"318","NASA�s Orion spacecraft flies by the moon, 81 miles above the surface","https://www.washingtonpost.com/technology/2022/11/21/orion-moon-orbit-arrives/",2022-11-22 16:44:06.628105,"washingtonpost",0
"319","Tech group urges DOJ to take sides in Supreme Court's Section 230 bout","https://www.washingtonpost.com/politics/2022/11/22/tech-group-urges-doj-take-sides-supreme-court-section-230-bout/",2022-11-22 16:44:06.628105,"washingtonpost",-0.1
"320","Indonesia quake toll soars above 250 amid frantic search for survivors","https://www.washingtonpost.com/world/2022/11/22/indonesia-java-earthquake-death-toll/",2022-11-22 16:44:06.628105,"washingtonpost",-1.35
"321","Zelensky urges power rationing; U.N. inspectors find nuclear plant damage","https://www.washingtonpost.com/world/2022/11/22/russia-ukraine-war-latest-updates/",2022-11-22 16:44:06.628105,"washingtonpost",-1.15
"322","Shelling at nuclear plant raises alarm, as war intensifies in east Ukraine","https://www.washingtonpost.com/world/2022/11/21/zaporizhzhia-luhansk-war-ukraine-nuclear/",2022-11-22 16:44:06.628105,"washingtonpost",-1.65
"323","North Korea�s leader showed off his daughter. What could it mean?","https://www.washingtonpost.com/world/2022/11/21/north-korea-kim-daughter-succession/",2022-11-22 16:44:06.628105,"washingtonpost",0.85
"324","Colorado police prioritize proper pronouns, names of shooting victims","https://www.washingtonpost.com/nation/2022/11/22/colorado-police-shooting-victims-pronouns-lgbtq/",2022-11-22 16:44:06.628105,"washingtonpost",-1.1
"325","VMI�s first Black superintendent under attack by conservative White alumni","https://www.washingtonpost.com/dc-md-va/2022/11/20/cedric-wins-vmi-white-alumni-attacks/",2022-11-22 16:44:06.628105,"washingtonpost",-0.6
"326","Airlines try to avoid meltdowns as longer Thanksgiving travel period begins","https://www.washingtonpost.com/transportation/2022/11/21/airlines-thanksgiving-travel-holidays/",2022-11-22 16:44:06.628105,"washingtonpost",0.3
"327","In Disney shake-up, Bob Iger returns as CEO and starts making changes","https://www.washingtonpost.com/business/2022/11/20/disney-reappoints-robert-iger-ceo-next-two-years-ousting-bob-chapek/",2022-11-22 16:44:06.628105,"washingtonpost",0
"328","Inflation could steal Christmas, but shoppers are finding ways around it","https://www.washingtonpost.com/business/2022/11/19/inflation-impacts-holiday-season-shopping/",2022-11-22 16:44:06.628105,"washingtonpost",-1.35
"329","Defrauded student loan borrowers in line for relief are still waiting months later","https://www.washingtonpost.com/education/2022/11/21/borrower-defense-discharges-delayed/",2022-11-22 16:44:06.628105,"washingtonpost",0.5
"330","Why letting your kids play alone feels like a revelation to modern parents","https://www.washingtonpost.com/parenting/2022/11/22/sittervise-child-development-play/",2022-11-22 16:44:06.628105,"washingtonpost",1.3
"331","I�m a curmudgeon. I tried a gratitude jar to change my grumpy ways.","https://www.washingtonpost.com/lifestyle/2022/11/22/gratitude-jar-thanksgiving-grumpy-happiness/",2022-11-22 16:44:06.628105,"washingtonpost",0.25
"332","Biden pardons two turkeys, over possible objections from the first dog","https://www.washingtonpost.com/lifestyle/2022/11/21/biden-turkey-pardon-2022/",2022-11-22 16:44:06.628105,"washingtonpost",0.2
"333","�Glass Onion�: Another fun, and scathing, Knives Out mystery","https://www.washingtonpost.com/movies/2022/11/22/glass-onion-a-knives-out-mystery/",2022-11-22 16:44:06.628105,"washingtonpost",-0.65
"334","�Bones and All�: All shock and no value","https://www.washingtonpost.com/movies/2022/11/22/bones-and-all-movie-review/",2022-11-22 16:44:06.628105,"washingtonpost",-0.75
"335","Jay Leno leaves hospital after treatment for severe burns","https://www.washingtonpost.com/lifestyle/2022/11/22/jay-leno-accident-hosptial-burns/",2022-11-22 16:44:06.628105,"washingtonpost",-1.4
"336","After meltdown paralyzed I-95, Virginia agencies prepare for winter driving","https://www.washingtonpost.com/transportation/2022/11/22/virginia-i95-storm-lessons/",2022-11-22 16:44:06.628105,"washingtonpost",-1.4
"337","World Cup watch party brings devoted soccer fans to D.C. park","https://www.washingtonpost.com/dc-md-va/2022/11/21/world-cup-dupont-circle-washington-dc/",2022-11-22 16:44:06.628105,"washingtonpost",1.4
"338","Seven local sites where you can explore the area�s Indigenous history","https://www.washingtonpost.com/dc-md-va/2022/11/22/native-american-heritage-sites-dmv/",2022-11-22 16:44:06.628105,"washingtonpost",0
"339","Md. Attorney General Frosh overrules racist opinions of predecessors","https://www.washingtonpost.com/dc-md-va/2022/11/21/frosh-maryland-rulings-overrule/",2022-11-22 16:44:06.628105,"washingtonpost",-0.85
"340","Alleged �Potomac River Rapist� found hanged in D.C. jail, records show","https://www.washingtonpost.com/dc-md-va/2022/11/21/warrick-potomac-river-rapist-hanged/",2022-11-22 16:44:06.628105,"washingtonpost",-1.2
"341","D.C.-area forecast: Sunshine and rising temperatures into Thanksgiving","https://www.washingtonpost.com/weather/2022/11/22/dc-forecast-rising-temperatures-thanksgiving/",2022-11-22 16:44:06.628105,"washingtonpost",1.3
"342","Morning weather briefing","https://www.washingtonpost.com/podcasts/capital-weather-gang/november-22-morning-weather-update/",2022-11-22 16:44:06.628105,"washingtonpost",0
"343","Coronavirus variants are dodging antibody treatments. New lab-made options may help.","https://www.washingtonpost.com/health/2022/11/21/monoclonal-antibodies-covid-variants/",2022-11-22 16:44:06.628105,"washingtonpost",0.55
"344","RSV, covid and flu push hospitals to the brink � and it may get worse","https://www.washingtonpost.com/health/2022/11/20/hospital-capacity-rsv-flu-covid/",2022-11-22 16:44:06.628105,"washingtonpost",-1.75
"345","Loss of 38 satellites prompts call for better space weather forecasts","https://www.washingtonpost.com/science/2022/11/19/space-weather-forecasting/",2022-11-22 16:44:06.628105,"washingtonpost",0.05
"346","Webb telescope spots earliest galaxies yet, and they are cosmic oddballs","https://www.washingtonpost.com/science/2022/11/17/webb-telescope-earliest-galaxies/",2022-11-22 16:44:06.628105,"washingtonpost",0
"347","Some octopus species may deliberately throw stuff to defend personal space","https://www.washingtonpost.com/science/2022/11/17/octopus-throwing-things-study/",2022-11-22 16:44:06.628105,"washingtonpost",0.25
"348","World Cup live updates: Mexico to meet Poland in Group C","https://www.washingtonpost.com/sports/2022/11/22/world-cup-live-updates/",2022-11-22 16:44:06.628105,"washingtonpost",0
"349","How will Chase Young fit on a D-line that has hit its stride without him?","https://www.washingtonpost.com/sports/2022/11/22/chase-young-commanders-defensive-line/",2022-11-22 16:44:06.628105,"washingtonpost",0.55
"350","How one Black coach is building a pipeline to bypass football�s biases","https://www.washingtonpost.com/sports/interactive/2022/mel-tucker-black-football-coaches/",2022-11-22 16:44:06.628105,"washingtonpost",-0.15
"351","Our 10 favorite cookbooks of 2022","https://www.washingtonpost.com/food/2022/11/22/best-2022-cookbook/",2022-11-22 16:44:06.628105,"washingtonpost",0.75
"352","A sweet and spicy sauce makes this vegetarian asado worth celebrating","https://www.washingtonpost.com/food/2022/11/22/cauliflower-wedding-asado-recipe/",2022-11-22 16:44:06.628105,"washingtonpost",2.25
"353","Stew hash browns for a spicy Creole twist on a favorite dish","https://www.washingtonpost.com/food/2022/11/22/creole-hash-browns-recipe/",2022-11-22 16:44:06.628105,"washingtonpost",0.5
"354","This spicy umami pasta recipe looks to the pantry for speed and flavor","https://www.washingtonpost.com/food/2022/11/22/spicy-umami-pasta-recipe/",2022-11-22 16:44:06.628105,"washingtonpost",0
"355","Thanksgiving travel will be crowded, but not as chaotic as the summer","https://www.washingtonpost.com/travel/2022/11/21/thanksgiving-traffic-airports-weather/",2022-11-22 16:44:06.628105,"washingtonpost",-0.55
"356","Central America is a diver�s paradise. Here are 5 spots to get deep.","https://www.washingtonpost.com/travel/tips/best-diving-belize-nicaragua-panama/",2022-11-22 16:44:06.628105,"washingtonpost",0.5
"357","8 ways to be the absolute worst national park visitor","https://www.washingtonpost.com/travel/2022/11/18/national-parks-bad-behavior/",2022-11-22 16:44:06.628105,"washingtonpost",-0.5
"358","Former US flight attendant Kat Kamalani revealed the type of passenger cabin crew hate the most, and why there is nothing she can do about it.","/femail/article-11455515/Flight-attendant-reveals-cabin-crews-hated-flyer-not-screaming-baby.html",2022-11-22 16:44:07.804418,"dailymail",-0.35
"359","Meetings have taken place with Qatar's Supreme Committee - which is in charge of the tournament - where football's international governing 'made clear its stance'.","/news/article-11457565/FIFA-tells-Qatar-STOP-banning-fans-wearing-LGBT-rainbow-symbols-World-Cup-stadiums.html",2022-11-22 16:44:07.804418,"dailymail",1
"360","Royal experts have accused Gary Neville of making a desperate bid to justify taking cash from Doha channel beIN SPORTS for the World Cup by taking aim at the Kind and Prince William.","/news/article-11456943/Royal-experts-accuse-fire-Gary-Neville-making-DESPERATE-bid-justify-taking-cash.html",2022-11-22 16:44:07.804418,"dailymail",0.25
"361","In 2021, the WIAA relaxed its policy on trans athletes, saying trans students in Washington could compete in categories ;'consistent with their gender identity' - removing medical requirements.","/news/article-11456197/Caitlynn-Jenner-calls-change-rules-Washington-Sate-trans-athlete-tops-girls-ranking.html",2022-11-22 16:44:07.804418,"dailymail",0.9
"362","NHS doctors are prescribing patients heating this winter as part of a cost-of-living trial. The 'Warm Home Prescription' pilot has so far paid to heat the homes of 28 patients on low incomes.","/health/article-11456463/NHS-doctors-prescribing-patients-HEATING-winter-cost-living-trial.html",2022-11-22 16:44:07.804418,"dailymail",0
"363","Arla, a four-month-old baby girl from Barry Island, Wales, was born with a sensational mop of hair that her mother Aliyah, 24, has been unable to tame, and which her look like the delicate flower. Aliyah, who said she loves the hair, right, added that no comb will get the better out of Arla's 'crazy' barnet, left, but said she wouldn't have it any other way.","/femail/article-11456267/My-babys-crazy-hair-makes-look-like-dandelion.html",2022-11-22 16:44:07.804418,"dailymail",4.3
"364","Supreme Court clears way for Trump tax returns to go to Congress","https://www.washingtonpost.com/politics/2022/11/22/supreme-court-trump-taxes/",2022-11-23 06:15:06.149767,"washingtonpost",0.65
"365","Appeals panel grills Trump lawyer over FBI search of Mar-a-Lago","https://www.washingtonpost.com/national-security/2022/11/22/trump-appeal-mar-a-lago-search/",2022-11-23 06:15:06.149767,"washingtonpost",-0.35
"366","Sen. Lindsey Graham testifies before Georgia grand jury in election probe","https://www.washingtonpost.com/nation/2022/11/22/lindsey-graham-georgia-grand-jury/",2022-11-23 06:15:06.149767,"washingtonpost",0.5
"367","For LGBTQ community, Colorado Springs shooting meant �safety betrayed�","https://www.washingtonpost.com/nation/2022/11/22/clubq-lgbt-community/",2022-11-23 06:15:06.149767,"washingtonpost",-0.2
"368","In Paris, artist Mickalene Thomas takes on Monet, and art history itself","https://www.washingtonpost.com/arts-entertainment/2022/11/22/mickalene-thomas-artist-paris-show/",2022-11-23 06:15:06.149767,"washingtonpost",1.2
"369","Dangerous play","https://www.washingtonpost.com/opinions/2022/11/22/dangerous-play/",2022-11-23 06:15:06.149767,"washingtonpost",-0.5
"370","Racist mascots are finally being banned. But that�s only a first step.","https://www.washingtonpost.com/opinions/2022/11/22/indian-racist-mascots-new-york-school-ban/",2022-11-23 06:15:06.149767,"washingtonpost",-1.6
"371","A pre-Trump Republican probes for an opening in the 2024 field","https://www.washingtonpost.com/opinions/2022/11/22/mike-rogers-2024-gop-presidential-field/",2022-11-23 06:15:06.149767,"washingtonpost",0
"372","I�m haunted and redeemed by Thanksgivings past","https://www.washingtonpost.com/opinions/2022/11/22/thanksgiving-memories-dad-cook-kitchen/",2022-11-23 06:15:06.149767,"washingtonpost",0.25
"373","Election denial is reaching new levels of absurdity in Arizona","https://www.washingtonpost.com/opinions/2022/11/22/arizona-midterm-election-denial-fraud-myth/",2022-11-23 06:15:06.149767,"washingtonpost",-0.45
"374","What readers told us about how the pandemic changed their work lives","https://www.washingtonpost.com/opinions/2022/11/22/reader-responses-work-life-pandemic/",2022-11-23 06:15:06.149767,"washingtonpost",-0.65
"375","News outlets stand by their midterm debacle","https://www.washingtonpost.com/opinions/2022/11/22/midterms-mainstream-media-stand-by-red-wave/",2022-11-23 06:15:06.149767,"washingtonpost",-0.5
"376","How the Supreme Court can start to regain Americans� trust in its ethics","https://www.washingtonpost.com/opinions/2022/11/22/supreme-court-regain-trust-ethics/",2022-11-23 06:15:06.149767,"washingtonpost",1.4
"377","Listen: Is your kid ready for a phone?","https://www.washingtonpost.com/podcasts/post-reports/is-your-kid-ready-for-a-phone/",2022-11-23 06:15:06.149767,"washingtonpost",0.8
"378","Track covid: Daily U.S. hospitalizations have risen 1% in the past week","https://www.washingtonpost.com/nation/2020/03/27/us-coronavirus-cases-tracking-deaths-confirmed-cases-by-state/",2022-11-23 06:15:06.149767,"washingtonpost",0
"379","Ask a Doctor: Why am I always hungry?","https://www.washingtonpost.com/wellness/2022/11/14/always-hungry-control-increased-appetite/",2022-11-23 06:15:06.149767,"washingtonpost",-0.25
"380","Cook: Sweet potato puree is better savory. Roasted garlic is the key.","https://www.washingtonpost.com/food/2022/11/09/sweet-potato-puree-recipe-roasted-garlic/",2022-11-23 06:15:06.149767,"washingtonpost",2.05
"381","Advertisers are dropping Twitter. Musk can�t afford to lose any more.","https://www.washingtonpost.com/technology/2022/11/22/twitter-advertiser-exodus-musk/",2022-11-23 06:15:06.149767,"washingtonpost",0.25
"382","Russian bombs batter Kherson suburb in shadow of destroyed bridge","https://www.washingtonpost.com/world/2022/11/22/kherson-antonivka-shelling-bridge-ukraine/",2022-11-23 06:15:06.149767,"washingtonpost",-0.75
"383","Saudi Arabia shocks Argentina with an upset for the history books","https://www.washingtonpost.com/sports/2022/11/22/saudi-arabia-world-cup-upset/",2022-11-23 06:15:06.149767,"washingtonpost",-1.15
"384","Four Chinese nationals �executed� at pot farm in Oklahoma, authorities say","https://www.washingtonpost.com/nation/2022/11/22/oklahoma-hostages-killed-marijuana-farm/",2022-11-23 06:15:06.149767,"washingtonpost",0
"385","Second woman renews accusation Herschel Walker pressured her to have abortion","https://www.washingtonpost.com/politics/2022/11/22/herschel-walker-abortion/",2022-11-23 06:15:06.149767,"washingtonpost",-2.3
"386","NYC�s Black schools chief isn�t sure racial integration is the answer","https://www.washingtonpost.com/education/2022/11/17/david-banks-nyc-chancellor-race-equity-merit/",2022-11-23 06:15:06.149767,"washingtonpost",-0.25
"387","Daniel Craig revives �Knives Out� detective in scathingly fun �Glass Onion�","https://www.washingtonpost.com/movies/2022/11/22/glass-onion-a-knives-out-mystery/",2022-11-23 06:15:06.149767,"washingtonpost",0
"388","College Football Playoff rankings: LSU holds off USC for No. 5 spot","https://www.washingtonpost.com/sports/2022/11/22/cfp-rankings-georgia-ohio-state-michigan/",2022-11-23 06:15:06.149767,"washingtonpost",0
"389","Partner for Truth Social�s parent pushes merger deadline to 2023","https://www.washingtonpost.com/technology/2022/11/22/merger-trump-media-company-spac-delayed-after-shareholder-vote/",2022-11-23 06:15:06.149767,"washingtonpost",1.8
"390","Second woman renews accusation Walker pressured her to have abortion","https://www.washingtonpost.com/politics/2022/11/22/herschel-walker-abortion/",2022-11-23 06:15:06.149767,"washingtonpost",-2.3
"391","McCarthy calls for Mayorkas to quit and promises border investigations","https://www.washingtonpost.com/politics/2022/11/22/mccarthy-mayorkas-border-impeachment/",2022-11-23 06:15:06.149767,"washingtonpost",-0.1
"392","How Taylor Heinicke and the Commanders became a team of sneakerheads","https://www.washingtonpost.com/sports/2022/11/22/heinicke-nike-jordans-sneakers-commanders/",2022-11-23 06:15:06.149767,"washingtonpost",0
"393","For Dulles, Silver Line extension comes as airport begins makeover","https://www.washingtonpost.com/transportation/2022/11/22/dulles-silver-line-upgrades/",2022-11-23 06:15:06.149767,"washingtonpost",0
"394","Lawyers seek secrecy around release of Md. report on Catholic church sexual abuse","https://www.washingtonpost.com/religion/2022/11/22/baltimore-archdiocese-sexual-abuse-report-proceedings/",2022-11-23 06:15:06.149767,"washingtonpost",-0.9
"395","3 great new audiobooks for your Thanksgiving drive","https://www.washingtonpost.com/books/2022/11/22/best-audiobooks-november/",2022-11-23 06:15:06.149767,"washingtonpost",2.1
"396","Airlines try to avoid meltdowns as longer Thanksgiving travel period begins","https://www.washingtonpost.com/transportation/2022/11/21/airlines-thanksgiving-travel-holidays/",2022-11-23 06:15:06.149767,"washingtonpost",0.3
"397","An eco-friendly guide to getting your bathroom ready for guests","https://www.washingtonpost.com/home/2022/11/16/tips-sustainable-bathroom-products/",2022-11-23 06:15:06.149767,"washingtonpost",1.4
"398","Afghan refugees celebrate Thanksgiving with turkey, lentils","https://www.washingtonpost.com/dc-md-va/2022/11/21/afghan-refugees-first-thanksgiving/",2022-11-23 06:15:06.149767,"washingtonpost",1.3
"399","A divided Mideast unites in celebration over Saudi World Cup win against Argentina","https://www.washingtonpost.com/sports/2022/11/22/saudi-arabia-world-cup-upset-celebration/",2022-11-23 06:15:06.149767,"washingtonpost",1.25
"400","Victory at World Cup caps a triumphant month for controversial Saudi crown prince","https://www.washingtonpost.com/world/2022/11/22/saudi-arabia-world-cup-mbs-bin-salman-global/",2022-11-23 06:15:06.149767,"washingtonpost",1.35
"401","A draw was good for the USMNT. But at some point, �good� isn�t good enough.","https://www.washingtonpost.com/sports/2022/11/22/usmnt-world-cup-expectations-england/",2022-11-23 06:15:06.149767,"washingtonpost",0.5
"402","U.S.-England, Switzerland-Spain and other stunning World Cup upsets","https://www.washingtonpost.com/sports/2022/11/22/biggest-world-cup-upsets/",2022-11-23 06:15:06.149767,"washingtonpost",0.25
"403","World Cup schedule, standings and groups","https://www.washingtonpost.com/sports/2022/11/16/world-cup-schedule/",2022-11-23 06:15:06.149767,"washingtonpost",0
"404","Have questions about dining out? Ask our food critic.","https://www.washingtonpost.com/food/2022/11/09/tom-sietsema-live-chat/",2022-11-23 06:15:06.149767,"washingtonpost",-0.35
