"","headlines","news_url","date"
"146","You’ve seen ‘Van Gogh: The Immersive Experience.’ Now experience a real Van Gogh.","https://www.washingtonpost.com/",2022-02-21 18:16:01
"148","How to get the best deal on appliances ","https://www.washingtonpost.com/",2022-02-21 18:16:01
"150","She paid off mortgage after her husband died. Should she worry that the lender hasn’t sent her the deed?","https://www.washingtonpost.com/",2022-02-21 18:16:01
"152","Two-bedroom, one-bathroom condo in D.C.’s Foggy Bottom lists for $343,000","https://www.washingtonpost.com/",2022-02-21 18:16:01
"154","Patients to doctors: ‘Please Don’t Weigh Me Unless It’s (Really) Medically Necessary.’","https://www.washingtonpost.com/",2022-02-21 18:16:01
"156","AI outdoes radiologists when it comes to identifying hip fractures, study shows","https://www.washingtonpost.com/",2022-02-21 18:16:01
"158","Loneliness can increase risk of heart disease by 27 percent for older women","https://www.washingtonpost.com/",2022-02-21 18:16:01
"160","New NASA mission sheds light on supernova","https://www.washingtonpost.com/",2022-02-21 18:16:01
"162","Austin Cindric edges Bubba Wallace for first career Daytona 500 victory","https://www.washingtonpost.com/",2022-02-21 18:16:01
"164","Extraordinarily gifted and terribly modest, Charley Taylor made a difference in Washington","https://www.washingtonpost.com/",2022-02-21 18:16:01
"166","Michigan’s Juwan Howard throws punch at Wisconsin assistant, sparking postgame melee","https://www.washingtonpost.com/",2022-02-21 18:16:01
"168","USWNT’s scoring drought ends thanks to a New Zealand player’s own-goal hat trick","https://www.washingtonpost.com/",2022-02-21 18:16:01
"170","No. 13 Maryland loses control of the Big Ten race with a 71-59 loss at No. 9 Michigan","https://www.washingtonpost.com/",2022-02-21 18:16:01
"172","Their ‘Ask a Muslim’ project went viral. Now they have a travel show about Islam in the U.S.","https://www.washingtonpost.com/",2022-02-21 18:16:01
"174","When should travelers call a U.S. Embassy or Consulate?","https://www.washingtonpost.com/",2022-02-21 18:16:01
"180","They weren’t looking for love. But they found each other in the bleakness of a fire evacuation center.","https://www.washingtonpost.com/",2022-02-21 18:16:01
"182","Driving to work, a restaurant owner saw a car stopped in the road. She went over — and delivered a baby.","https://www.washingtonpost.com/",2022-02-21 18:16:01
"186","Ask Amy: I’m struggling to get over my relationship with a married woman","https://www.washingtonpost.com/",2022-02-21 18:16:01
"188","Miss Manners: What is the etiquette for announcing a mini wedding to extended family?","https://www.washingtonpost.com/",2022-02-21 18:16:01
"190","Choreographer Mark Morris reflects on the bleak state of the arts today","https://www.washingtonpost.com/",2022-02-21 18:16:01
"192","‘Homer at the Bat’ at 30: The landmark ‘Simpsons’ episode that pushed the show’s boundaries","https://www.washingtonpost.com/",2022-02-21 18:16:01
"194","What’s the right process for changing the world?","https://www.washingtonpost.com/",2022-02-21 18:16:01
"196","Noseda and the NSO bring energy to Haydn and overdue attention to Farrenc","https://www.washingtonpost.com/",2022-02-21 18:16:01
"198","Artist Gillian Wearing has long been a superstar in the U.K. She is finally being feted in New York.","https://www.washingtonpost.com/",2022-02-21 18:16:01
"200","Why you should pack physical books when you go on the road","https://www.washingtonpost.com/",2022-02-21 18:16:01
"202","How to use your microwave to bake, steam, fry, proof and more beyond heating leftovers","https://www.washingtonpost.com/",2022-02-21 18:16:01
"204","This garlicky vegan rigatoni is extra creamy, thanks to a can of beans","https://www.washingtonpost.com/",2022-02-21 18:16:01
"206","8 easy braises, featuring recipes for beef, chicken and vegetables","https://www.washingtonpost.com/",2022-02-21 18:16:01
"208","How to cook chicken thighs and quarters — the best poultry cuts you can buy","https://www.washingtonpost.com/",2022-02-21 18:16:01
"212","Tips for traveling in Thailand right now, from people who just went  ","https://www.washingtonpost.com/",2022-02-21 18:16:01
"214","Cruise lines say they will follow CDC coronavirus guidelines","https://www.washingtonpost.com/",2022-02-21 18:16:01
"216","Coast Guard suspends search for Carnival cruise ship passenger who reportedly jumped overboard","https://www.washingtonpost.com/",2022-02-21 18:16:01
"11","Putin considers recognizing Ukrainian areas as independent","https://www.washingtonpost.com/",2022-02-21 18:16:01
"31","Ukraine requests U.N. Security Council meeting","https://www.washingtonpost.com/",2022-02-21 18:16:01
"41","Russian Security Council calls on Putin to recognize two Moscow-backed breakaway regions in Ukraine.","https://www.washingtonpost.com/",2022-02-21 18:16:01
"51","Photos show daily life near breakaway region","https://www.washingtonpost.com/",2022-02-21 18:16:01
"61","Putin may go to war to capture Ukraine. With Belarus, he did it without firing a shot.","https://www.washingtonpost.com/",2022-02-21 18:16:01
"81","U.S. claims Russia has list of Ukrainians ‘to be killed or sent to camps’ following a military occupation","https://www.washingtonpost.com/",2022-02-21 18:16:01
"101","Where Trump’s border wall left deep scars and open gaps, Biden plans repair job","https://www.washingtonpost.com/",2022-02-21 18:16:01
"121","Closing arguments in Arbery hate-crimes trial focus on whether racism caused his killing","https://www.washingtonpost.com/",2022-02-21 18:16:01
"141","Why George Washington has two birthdays — and neither falls on Presidents’ Day","https://www.washingtonpost.com/",2022-02-21 18:16:01
"161","Education, traditionally a strength, has Democrats on their heels","https://www.washingtonpost.com/",2022-02-21 18:16:01
"181","Court ruling on social cost of carbon upends Biden’s climate plans","https://www.washingtonpost.com/",2022-02-21 18:16:01
"201","McIlroy blasts Mickelson as more stars buck Saudi golf league, vow loyalty to PGA","https://www.washingtonpost.com/",2022-02-21 18:16:01
"221","Remember when Republicans wanted local authority?","https://www.washingtonpost.com/",2022-02-21 18:16:01
"241","Grandstanding Republicans try to protect unruly passengers","https://www.washingtonpost.com/",2022-02-21 18:16:01
"261","Washington, Lincoln and the work they left behind","https://www.washingtonpost.com/",2022-02-21 18:16:01
"281","Yes, Georgetown should fire an academic for a racist tweet","https://www.washingtonpost.com/",2022-02-21 18:16:01
"301","The DOJ is right to challenge Missouri’s absurd gun law","https://www.washingtonpost.com/",2022-02-21 18:16:01
"321","Trump’s legal problems are about to get a lot worse","https://www.washingtonpost.com/",2022-02-21 18:16:01
"341","Police regain control of most of Canada’s capital; holdouts persist","https://www.washingtonpost.com/",2022-02-21 18:16:01
"361","Bernie Madoff’s sister and her husband found dead in apparent murder-suicide, Florida police say","https://www.washingtonpost.com/",2022-02-21 18:16:01
"381","Meet the first woman of color to explore the South Pole solo","https://www.washingtonpost.com/",2022-02-21 18:16:01
"401","Loretta Lynch vs. Brian Flores: Evidence of the seductive nature of the NFL","https://www.washingtonpost.com/",2022-02-21 18:16:01
"421","Billionaire investor Carl Icahn takes on McDonald’s over pig welfare","https://www.washingtonpost.com/",2022-02-21 18:16:01
"441","Here comes Tuesday, 2-22-22. (It can mean anything you want it two.)","https://www.washingtonpost.com/",2022-02-21 18:16:01
"461","Nearly half of Washingtonians don’t like Commanders name, Post poll finds","https://www.washingtonpost.com/",2022-02-21 18:16:01
"481","Happy Presidents’ Day! Or … not?","https://www.washingtonpost.com/",2022-02-21 18:16:01
"501","Every U.S. medalist at the 2022 Winter Games","https://www.washingtonpost.com/",2022-02-21 18:16:01
"521","Photos: Highlights from the Closing Ceremonies","https://www.washingtonpost.com/",2022-02-21 18:16:01
"541","Jessie Diggins caps U.S. Olympic medal haul with a silver medal","https://www.washingtonpost.com/",2022-02-21 18:16:01
"561","Denied a medal ceremony, U.S. skaters are leading an anti-doping movement","https://www.washingtonpost.com/",2022-02-21 18:16:01
"581","California unveils plan to become first state to treat coronavirus as ‘endemic’","https://www.washingtonpost.com/",2022-02-21 18:16:01
"601","With Americans tired of pandemic, disease experts preach caution and face a ‘kill the messenger’ moment","https://www.washingtonpost.com/",2022-02-21 18:16:01
"621","A Rhodes scholar barista and the fight to unionize Starbucks","https://www.washingtonpost.com/",2022-02-21 18:16:01
"641","You shouldn’t cheat at Wordle. But here’s a weird way that you can.","https://www.washingtonpost.com/",2022-02-21 18:16:01
"661","Carolyn Hax: Is it stupid to stay with someone after an ‘unforgivable’ deception?","https://www.washingtonpost.com/",2022-02-21 18:16:01
"681","My lifelong dream hasn’t panned out. Should I give up or keep trying? ","https://www.washingtonpost.com/",2022-02-21 18:16:01
"701","The political comedy of the Capitol Steps could not survive covid — and the bitter national divide","https://www.washingtonpost.com/",2022-02-21 18:16:01
"721","George Takei: ‘I maintain that without optimism, we’ve already failed’","https://www.washingtonpost.com/",2022-02-21 18:16:01
"741","How a treaty signed in Marrakesh made the Library of Congress more accessible","https://www.washingtonpost.com/",2022-02-21 18:16:01
"761","They stayed until the restaurant started putting people out","https://www.washingtonpost.com/",2022-02-21 18:16:01
"781","Trump’s legal problems are about to get a whole lot worse","https://www.washingtonpost.com/",2022-02-21 18:16:01
"801","Russia-Ukraine live updates: Putin considers recognizing Ukrainian areas as independent","https://www.washingtonpost.com/",2022-02-21 18:16:01
"821","Rory McIlroy blasts Phil Mickelson as two more stars pledge loyalty to PGA Tour","https://www.washingtonpost.com/",2022-02-21 18:16:01
"881","Blinken says U.S. will use ‘every opportunity’ to prevent Russia-Ukraine war","https://www.washingtonpost.com/",2022-02-21 18:16:01
"901","Trump’s new social media app appears in App Store","https://www.washingtonpost.com/",2022-02-21 18:16:01
"921","With or without war, Ukraine gives Biden a new lease on leadership","https://www.washingtonpost.com/",2022-02-21 18:16:01
"941","Top 10 GOP presidential candidates for 2024, ranked","https://www.washingtonpost.com/",2022-02-21 18:16:01
"961","Queen Elizabeth II tests positive for coronavirus, has mild cold-like symptoms, palace says","https://www.washingtonpost.com/",2022-02-21 18:16:01
"981","Denied birth certificates, thousands of children in the UAE go without schooling and health care","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1001","A 91-year-old North Korean loyalist’s lonely battle against a long-dead U.S. general","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1021","Ukrainian Americans grieve, plead for peace as Russian conflict escalates","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1041","A year after Texas cold spell, study shows renewable energy could help prevent blackouts","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1061","Identical twins turn 100, reflect on life of ‘scandal’ and joy: ‘People love that we’re still together’","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1081","New Jersey’s governor blocked the growth of its best charter schools","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1101","Dads or students: Black men in college often face a choice","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1121","One dead after helicopters crash yards away from beaches in Calif., Fla.","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1141","One dead, five injured in shooting in Portland, Ore., near site of protests against police violence","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1161","Youngkin’s health department fielded questions about science behind masks-optional policy","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1181","United States lifts Mexican avocado ban — averting what could have been a costly crisis","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1201","Hops, hope and hardiness: How to start a craft beer pub in a pandemic","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1221","A record number of workers are becoming millionaires with their boring 401(k)s and IRAs","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1241","Russian drones shot down over Ukraine were full of Western parts. Can the U.S. cut them off?","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1261","Bowser’s crime fighting effort, Building Blocks DC, is shifting its structure","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1281","People convicted of felonies could serve on juries if Md. bill is passed","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1301","Fairfax County police launch internal probe after deaths of recruit and wife","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1321","What does it mean to protect national security? For some National Guard members, it means laundry duty.","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1341","Covid booster shots alongside jackpots at Maryland casinos? Yep.","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1361","Praying and protesting in Washington, they wait for news from Ukraine","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1381","D.C.-area forecast: Sunny and mild today before a rainy, unsettled workweek","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1401","Known coronavirus deaths and cases per 100,000","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1421","How comedian Donnell Rawlings would spend a perfect day in D.C.","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1441","El Mercat Bar de Tapas brings a dash of Spain to Rockville","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1461","You’ve seen ‘Van Gogh: The Immersive Experience.’ Now experience a real Van Gogh.","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1481","How to get the best deal on appliances ","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1501","She paid off mortgage after her husband died. Should she worry that the lender hasn’t sent her the deed?","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1521","Two-bedroom, one-bathroom condo in D.C.’s Foggy Bottom lists for $343,000","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1541","Patients to doctors: ‘Please Don’t Weigh Me Unless It’s (Really) Medically Necessary.’","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1561","AI outdoes radiologists when it comes to identifying hip fractures, study shows","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1581","Loneliness can increase risk of heart disease by 27 percent for older women","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1601","New NASA mission sheds light on supernova","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1621","Austin Cindric edges Bubba Wallace for first career Daytona 500 victory","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1641","Extraordinarily gifted and terribly modest, Charley Taylor made a difference in Washington","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1661","Michigan’s Juwan Howard throws punch at Wisconsin assistant, sparking postgame melee","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1681","USWNT’s scoring drought ends thanks to a New Zealand player’s own-goal hat trick","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1701","No. 13 Maryland loses control of the Big Ten race with a 71-59 loss at No. 9 Michigan","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1721","Their ‘Ask a Muslim’ project went viral. Now they have a travel show about Islam in the U.S.","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1741","When should travelers call a U.S. Embassy or Consulate?","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1801","They weren’t looking for love. But they found each other in the bleakness of a fire evacuation center.","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1821","Driving to work, a restaurant owner saw a car stopped in the road. She went over — and delivered a baby.","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1861","Ask Amy: I’m struggling to get over my relationship with a married woman","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1881","Miss Manners: What is the etiquette for announcing a mini wedding to extended family?","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1901","Choreographer Mark Morris reflects on the bleak state of the arts today","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1921","‘Homer at the Bat’ at 30: The landmark ‘Simpsons’ episode that pushed the show’s boundaries","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1941","What’s the right process for changing the world?","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1961","Noseda and the NSO bring energy to Haydn and overdue attention to Farrenc","https://www.washingtonpost.com/",2022-02-21 18:16:01
"1981","Artist Gillian Wearing has long been a superstar in the U.K. She is finally being feted in New York.","https://www.washingtonpost.com/",2022-02-21 18:16:01
"2001","Why you should pack physical books when you go on the road","https://www.washingtonpost.com/",2022-02-21 18:16:01
"2021","How to use your microwave to bake, steam, fry, proof and more beyond heating leftovers","https://www.washingtonpost.com/",2022-02-21 18:16:01
"2041","This garlicky vegan rigatoni is extra creamy, thanks to a can of beans","https://www.washingtonpost.com/",2022-02-21 18:16:01
"2061","8 easy braises, featuring recipes for beef, chicken and vegetables","https://www.washingtonpost.com/",2022-02-21 18:16:01
"2081","How to cook chicken thighs and quarters — the best poultry cuts you can buy","https://www.washingtonpost.com/",2022-02-21 18:16:01
"2121","Tips for traveling in Thailand right now, from people who just went  ","https://www.washingtonpost.com/",2022-02-21 18:16:01
"2141","Cruise lines say they will follow CDC coronavirus guidelines","https://www.washingtonpost.com/",2022-02-21 18:16:01
"2161","Coast Guard suspends search for Carnival cruise ship passenger who reportedly jumped overboard","https://www.washingtonpost.com/",2022-02-21 18:16:01
"111","Ukraine crisis: Russian forces ‘poised to invade’ if Putin gives the order, Western officials believe","https://www.theguardian.com",2022-02-21 18:16:01
"2","Putin-Biden summit Kremlin: ‘premature’ to talk of specific plan ","https://www.theguardian.com",2022-02-21 18:16:01
"310","Ukraine Kyiv calls for urgent EU sanctions on Russia ","https://www.theguardian.com",2022-02-21 18:16:01
"410","Refugees Ukraine’s neighbours bracing for millions of arrivals ","https://www.theguardian.com",2022-02-21 18:16:01
"9","Germany hopes protein-based vaccine will sway sceptics","https://www.theguardian.com",2022-02-21 18:16:01
"113","Country at risk of EU blacklist after Credit Suisse leak","https://www.theguardian.com",2022-02-21 18:16:01
"13","UK Covid: Boris Johnson announces end to self-isolation after positive test in England","https://www.theguardian.com",2022-02-21 18:16:01
"15","Myanmar junta to take place of Suu Kyi at ICJ hearings","https://www.theguardian.com",2022-02-21 18:16:01
"17","Final piece of 17th-century tapestry stolen 42 years ago found by police","https://www.theguardian.com",2022-02-21 18:16:01
"19","Call for Brussels statue to be melted and made into memorial for Congo victims","https://www.theguardian.com",2022-02-21 18:16:01
"21","Police secure downtown Ottawa as truckers’ protest ends","https://www.theguardian.com",2022-02-21 18:16:01
"23","Accidental killing of hiker fuels bitter debate over hunting ","https://www.theguardian.com",2022-02-21 18:16:01
"25","Journalists’ group ‘dismayed’ by treatment in Beijing ","https://www.theguardian.com",2022-02-21 18:16:01
"27","King of Jordan used Swiss accounts to hoard massive wealth","https://www.theguardian.com",2022-02-21 18:16:01
"282","Explained What is the Suisse secrets leak?","https://www.theguardian.com",2022-02-21 18:16:01
"311","A timeline of Credit Suisse scandals","https://www.theguardian.com",2022-02-21 18:16:01
"33","Credit Suisse has allowed the morally bankrupt to steal from the poor for too long","https://www.theguardian.com",2022-02-21 18:16:01
"35","Leak unmasks criminals, fraudsters and politicians","https://www.theguardian.com",2022-02-21 18:16:01
"37","The benefits of nature for mental health","https://www.theguardian.com",2022-02-21 18:16:01
"39","Gun violence engulfs Israel’s Arab community","https://www.theguardian.com",2022-02-21 18:16:01
"411","She was giving out free footballs, and I thought she was really beautiful","https://www.theguardian.com",2022-02-21 18:16:01
"43","How can we adapt to life with rising seas?","https://www.theguardian.com",2022-02-21 18:16:01
"45","Mr Dystopia? That makes me sound like a wrestler","https://www.theguardian.com",2022-02-21 18:16:01
"47","The new trend for becoming ‘coral’ when you die","https://www.theguardian.com",2022-02-21 18:16:01
"49"," ‘After 35 years of teaching, I became Magic Frank – and I’ve never been happier’","https://www.theguardian.com",2022-02-21 18:16:01
"511","The artists fighting to get Afghan breakdancers to safety","https://www.theguardian.com",2022-02-21 18:16:01
"53","Germany to begin rollout of Novavax’s jab; New Zealand to end vaccine mandates after Omicron peak","https://www.theguardian.com",2022-02-21 18:16:01
"55","Hugs, tears and Vegemite  Australia reopens international borders","https://www.theguardian.com",2022-02-21 18:16:01
"562","New Zealand Restrictions will only lift well after peak, PM Ardern says","https://www.theguardian.com",2022-02-21 18:16:01
"57","Analysis How much risk does Covid pose to the Queen?","https://www.theguardian.com",2022-02-21 18:16:01
"622","Plan to end restrictions hits last-minute snag","https://www.theguardian.com",2022-02-21 18:16:01
"65","Over-75s and vulnerable people to be offered additional Covid booster jab","https://www.theguardian.com",2022-02-21 18:16:01
"682","The Credit Suisse leaks expose an industry that has got away with too much for too long","https://www.theguardian.com",2022-02-21 18:16:01
"702","Joe Biden has the weight of the world on his shoulders","https://www.theguardian.com",2022-02-21 18:16:01
"722","Scared to be ‘woke’? It’s time for progressives to take a stand in the culture wars","https://www.theguardian.com",2022-02-21 18:16:01
